Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Fuel Type,Losses
146438,65,48,1,M,Single,6,P,234.2227558
129176,38,17,1,F,Single,1,D,544.5163493
140722,60,41,1,F,Married,8,P,285.7046838
114230,31,10,1,F,Married,11,P,268.5320136
105121,47,28,1,M,Married,10,P,359.3406363
115299,62,44,1,M,Married,14,P,31.83119043
116313,38,17,1,F,Single,6,P,425.1927224
111655,23,4,1,F,Single,11,P,221.8433043
107539,34,16,1,F,Single,12,P,229.5774269
102106,65,44,1,M,Single,8,P,183.8554703
131977,61,42,1,M,Single,12,P,495.8440724
174776,62,43,1,F,Married,6,P,58.49819066
115117,51,30,1,F,Single,8,P,421.1261475
170043,34,15,1,F,Married,7,P,367.9259859
137679,41,23,1,M,Married,9,P,404.4662799
167670,63,45,1,M,Married,12,P,101.5269237
191667,70,52,1,F,Single,3,P,320.8710566
118085,53,33,1,M,Married,15,P,203.9808667
152351,25,6,1,F,Married,5,P,481.9361346
191927,16,0,1,M,Married,6,P,333.0519897
102450,21,2,1,F,Single,11,P,293.2690619
154817,68,50,1,M,Single,8,P,218.6882265
113307,27,9,1,F,Single,7,P,430.2106048
174930,19,0,1,M,Single,15,D,959.6700925
135471,57,36,1,F,Single,2,D,861.7717368
124520,23,5,1,F,Single,11,D,523.3410437
126999,50,32,1,F,Married,7,P,302.1415562
147581,60,42,1,F,Single,8,P,240.6219433
127409,69,52,1,M,Single,9,P,152.3553777
108545,26,8,1,M,Single,8,P,436.3278273
156939,41,22,1,F,Married,1,P,381.0411775
158928,66,47,1,M,Single,3,P,73.7182254
170024,53,33,1,M,Married,11,P,159.1531007
127337,29,8,1,F,Single,2,D,603.1089156
172679,25,6,1,F,Married,1,P,496.9800239
100393,58,41,1,F,Single,7,P,392.0911466
138394,20,2,1,F,Single,15,P,243.9793541
143776,18,0,1,F,Married,14,P,273.2499754
111978,61,44,1,M,Single,4,P,316.5254941
156872,41,21,1,F,Married,15,P,185.6857913
145921,68,48,1,F,Single,4,P,105.8026452
159310,68,47,1,M,Single,7,P,237.0065584
143703,63,42,1,F,Single,9,P,34.08131785
142662,56,37,1,M,Married,10,P,346.4563025
139500,22,3,1,M,Single,7,D,1359.573132
199067,65,48,1,F,Married,14,P,147.7444072
184418,53,34,1,F,Married,4,P,477.1837723
129661,32,13,1,M,Married,13,P,307.2191317
150868,25,8,1,F,Single,12,D,602.1457063
111483,62,41,1,F,Single,5,P,463.944586
179318,58,41,1,F,Married,12,P,117.5921567
197615,62,45,1,F,Married,14,P,27.13439185
125364,20,1,1,M,Married,6,D,512.1821988
103001,70,52,1,F,Married,12,P,109.4343565
122543,20,3,1,M,Single,14,D,651.4197408
137055,58,39,1,M,Single,1,D,531.4576965
107360,68,48,1,F,Married,13,P,188.8429635
148198,23,6,1,M,Single,11,D,557.6682868
134164,22,4,1,M,Single,13,P,334.8882663
128866,66,45,1,F,Single,11,P,37.17363736
146036,27,10,1,F,Single,6,P,362.9964994
180309,49,30,1,F,Married,0,D,539.8117592
158991,16,0,1,M,Married,12,P,357.890352
157357,46,25,1,M,Single,13,P,331.0279696
184611,26,7,1,M,Married,8,P,335.2827816
185622,63,44,1,M,Single,0,P,262.1983443
195602,34,15,1,M,Single,1,D,735.1929055
117004,66,46,1,M,Married,1,P,405.6157569
145524,62,44,1,M,Single,9,P,351.5052862
174530,70,50,1,M,Single,10,P,296.9626966
158963,61,43,1,F,Single,6,P,125.3379165
169392,28,11,1,F,Married,7,P,374.7148925
136257,22,5,1,F,Single,11,D,534.4777431
155439,50,29,1,F,Single,10,P,357.7424259
191625,20,1,1,F,Single,13,P,235.5727989
130894,26,8,1,M,Single,6,P,481.3734693
176085,18,1,1,M,Single,1,D,1570.197729
163579,70,52,1,M,Married,8,P,190.0997216
165231,23,6,1,M,Single,14,D,801.8957989
175849,43,24,1,M,Single,10,P,475.7226569
166862,25,7,1,F,Single,5,D,865.1700498
145985,68,49,1,F,Married,7,P,33.34637246
161523,18,0,1,F,Married,13,P,258.6207438
188537,20,2,1,F,Single,12,P,475.6435642
148910,53,34,1,F,Married,9,P,289.3514634
114902,48,29,1,F,Married,10,P,342.4184844
150766,43,25,1,F,Married,4,P,439.646889
110593,67,48,1,M,Single,6,P,329.7247293
179759,19,0,1,M,Single,13,D,844.9966518
121258,59,42,1,F,Single,1,P,474.1468687
116173,49,32,1,M,Single,7,P,397.0559669
157449,23,4,1,M,Married,9,D,771.4163793
199294,55,35,1,M,Married,8,P,346.214594
107896,68,47,1,M,Single,15,P,44.93262419
196818,49,30,1,M,Married,10,P,307.6032853
108840,63,43,1,M,Married,3,P,118.1535711
195376,51,34,1,M,Married,9,P,417.171405
122051,62,43,1,F,Single,12,P,25.39965998
173821,20,3,1,F,Single,9,D,715.9079639
187100,54,35,1,M,Single,1,D,679.0530079
143345,65,46,1,F,Single,15,P,232.7596434
160012,30,11,1,M,Single,10,P,482.5174629
136159,56,36,1,M,Married,12,P,192.6799087
170878,20,1,1,F,Married,12,P,179.1249378
195494,67,50,1,F,Married,3,P,406.5367908
107555,20,1,1,M,Married,15,P,395.1330661
110367,68,50,1,M,Single,7,P,398.8494738
111541,21,3,1,M,Married,13,P,170.8080013
168352,25,7,1,M,Single,12,D,1265.254483
134503,19,1,1,F,Single,14,D,553.7473001
144971,62,43,1,F,Married,11,P,87.76790241
181186,17,0,1,F,Married,15,P,299.9273424
139101,54,37,1,M,Single,13,P,401.34274
136641,60,39,1,M,Married,2,P,65.4394601
141188,67,48,1,F,Single,11,P,16.53853704
153623,33,15,1,M,Single,2,D,707.7098739
150239,67,46,1,F,Single,10,P,340.8910535
185354,68,48,1,M,Married,2,P,276.9982494
127917,18,1,1,M,Single,13,D,526.7659998
154975,38,21,1,F,Married,12,P,205.6650527
117922,21,2,1,M,Married,2,D,891.5187959
166897,67,49,1,M,Single,3,P,414.2560905
166876,21,2,1,M,Married,12,P,207.011744
197116,46,27,1,F,Married,0,P,340.607225
169334,25,8,1,F,Married,8,P,415.5747896
155443,68,48,1,F,Married,11,P,71.4770177
163409,25,6,1,F,Married,8,P,279.9889923
140592,44,27,1,F,Single,8,P,372.644576
140510,41,24,1,F,Single,9,P,398.2594462
167408,24,7,1,F,Married,1,P,458.1587158
164781,44,27,1,F,Married,8,P,299.2104772
101083,54,36,1,F,Married,8,P,299.5314296
149604,45,27,1,M,Single,7,P,472.4328688
116273,49,28,1,F,Married,3,D,527.5459518
134645,64,43,1,F,Single,6,P,299.9230428
137626,41,24,1,F,Married,7,P,292.0494433
131676,48,29,1,F,Single,5,P,437.82145
191821,60,40,1,F,Married,0,D,554.8941047
187013,44,23,1,F,Married,0,D,525.0527842
160543,53,34,1,F,Married,1,D,503.0542024
170801,54,35,1,M,Married,15,P,230.9037288
164081,38,21,1,F,Single,10,P,404.2819242
196507,45,25,1,F,Married,7,P,295.0005078
148396,62,42,1,M,Married,2,D,555.6005312
146365,70,53,1,F,Single,14,P,153.1615919
101768,18,1,1,M,Single,13,P,463.3050457
170426,47,26,1,F,Married,7,P,360.0556483
186998,49,31,1,F,Married,14,P,127.9555841
100151,70,51,1,F,Married,11,P,32.84523715
155174,23,6,1,F,Single,8,D,648.6773297
165557,62,41,1,M,Married,5,P,56.4476765
167074,66,45,1,M,Married,9,P,49.35555095
150600,35,15,1,F,Single,8,P,354.4909509
114136,26,9,1,M,Single,8,P,384.8792499
102921,22,4,1,F,Single,14,P,268.6718533
188497,65,45,1,M,Married,4,P,218.8769746
181091,59,41,1,M,Single,10,P,419.1877776
160522,61,43,1,M,Single,5,P,89.22649655
105247,69,49,1,F,Married,10,P,230.589839
141491,58,41,1,M,Single,10,P,458.3461769
124644,66,49,1,F,Married,5,P,499.0903996
107649,25,8,1,M,Single,14,D,712.2418496
162227,51,31,1,F,Married,15,P,314.6486414
126775,25,8,1,F,Single,10,P,495.0498383
174724,55,38,1,F,Single,7,P,437.5486569
116565,41,21,1,M,Married,9,P,350.5732049
145469,23,6,1,M,Married,12,P,379.0887054
127245,51,33,1,M,Single,9,P,468.1149602
118206,67,48,1,F,Single,4,P,136.6655437
110815,38,18,1,M,Married,3,D,690.219118
133911,44,26,1,F,Married,15,P,234.4652252
178457,64,46,1,F,Married,8,P,228.1717927
149155,52,33,1,M,Married,2,D,561.5039553
121021,67,50,1,F,Single,1,P,130.5786189
177475,16,0,1,F,Single,9,D,516.8054766
108154,17,0,1,F,Married,4,D,806.8782918
109419,62,43,1,M,Married,6,P,284.6270671
101213,62,45,1,M,Single,6,P,266.4859016
169640,53,35,1,F,Married,5,P,471.5150074
124833,31,14,1,F,Single,7,P,343.1756364
159118,37,20,1,M,Married,4,P,470.1173279
190380,23,4,1,F,Married,12,P,291.9627918
196621,51,33,1,M,Single,8,P,437.1309872
162258,37,19,1,F,Single,10,P,416.9465298
172065,65,45,1,F,Married,4,P,153.1137653
199525,23,6,1,F,Married,12,P,138.2124308
186553,61,40,1,F,Married,15,P,92.94404984
144840,53,34,1,F,Married,12,P,175.2074655
142589,26,5,1,M,Married,4,D,738.1112479
178609,70,50,1,M,Married,5,P,153.752197
186321,38,19,1,F,Married,7,P,310.9397719
139097,19,2,1,F,Single,14,P,279.4165022
138650,46,29,1,F,Married,8,P,328.9045117
189288,70,52,1,F,Single,1,P,385.0208974
135080,70,52,1,M,Married,15,P,157.3571743
145160,52,33,1,M,Single,2,D,815.6127623
173340,37,16,1,M,Married,5,D,665.0776527
104232,70,50,1,F,Single,6,P,392.2734468
124329,55,35,1,M,Single,8,P,389.3103123
168948,49,32,1,F,Married,7,P,319.7251844
102591,58,40,1,F,Single,6,P,430.3296192
161574,54,36,1,F,Single,8,P,487.8492932
124158,23,5,1,F,Married,11,P,236.5676919
187351,22,4,1,M,Married,14,P,197.9124841
180840,19,0,1,F,Married,13,P,276.5807741
173980,68,48,1,M,Married,2,P,39.12363354
134977,18,0,1,M,Married,14,P,279.8615512
171799,50,29,1,F,Single,8,P,465.7864789
126736,65,46,1,M,Married,2,P,434.7234839
111217,63,46,1,M,Married,12,P,216.8897072
157575,64,44,1,M,Married,6,P,67.08095282
176116,39,20,1,M,Single,0,D,862.1750525
192887,25,6,1,F,Single,6,D,647.6694226
191565,37,18,1,M,Married,6,P,400.3321226
103479,33,15,1,F,Single,4,D,694.5450764
193489,55,38,1,F,Married,11,P,111.8798755
173815,22,3,1,F,Single,11,P,240.0029509
107873,58,38,1,F,Married,2,P,386.1270382
143536,67,50,1,M,Married,7,P,93.51562689
147647,30,9,1,F,Single,1,D,601.3926631
177830,39,20,1,F,Single,6,P,365.7417475
142918,37,18,1,F,Married,10,P,298.7168796
100328,67,50,1,F,Married,9,P,227.2721222
132446,41,23,1,M,Single,6,P,447.7009575
167551,40,19,1,F,Single,7,P,471.3562274
128196,16,0,1,M,Single,15,D,789.2221205
126686,22,5,1,M,Single,11,P,437.3787493
161908,63,42,1,M,Married,0,D,581.0593991
131627,24,5,1,F,Single,14,P,481.1598112
188287,70,52,1,F,Married,8,P,269.810358
179614,68,51,1,M,Married,15,P,59.01522562
192750,56,39,1,M,Married,7,P,353.2470892
131686,61,43,1,M,Married,8,P,348.6501515
110700,60,39,1,M,Single,12,P,187.5124909
135717,64,47,1,M,Single,13,P,212.3076172
111781,28,11,1,M,Single,12,P,297.3944661
145661,50,32,1,M,Single,7,P,463.4877059
100466,43,22,1,M,Married,8,P,356.3656226
185949,62,45,1,F,Married,10,P,30.93276225
123120,57,39,1,M,Married,4,D,693.878229
168636,57,38,1,F,Married,15,P,142.7516263
145914,40,20,1,M,Married,3,D,502.6195503
198974,49,32,1,M,Married,10,P,337.6150066
178634,61,42,1,F,Married,14,P,88.79955695
154644,64,43,1,M,Single,3,P,455.0087752
194121,41,22,1,F,Married,8,P,346.4537728
116227,62,42,1,M,Married,5,P,445.5511262
191814,37,17,1,F,Married,3,D,518.1264247
109289,63,45,1,M,Married,5,P,367.0996594
178345,31,13,1,M,Married,6,P,320.5519106
154693,41,20,1,M,Single,12,P,487.0448096
125227,20,2,1,M,Married,10,P,473.0586347
150132,39,20,1,M,Married,15,P,242.4366585
126266,22,4,1,F,Single,4,D,569.1210983
118850,23,6,1,F,Single,3,D,641.6075399
124463,65,46,1,M,Married,9,P,41.68772747
131180,60,39,1,F,Married,12,P,148.1725629
186749,57,40,1,M,Married,3,P,408.8901347
122657,38,18,1,F,Married,4,D,576.2550331
145012,69,51,1,M,Single,12,P,161.4972836
100786,68,48,1,F,Married,9,P,122.8164329
192390,66,49,1,M,Single,8,P,146.5715444
158539,18,0,1,F,Single,13,D,518.0761387
146923,36,18,1,F,Single,11,P,241.2948785
162109,24,6,1,M,Married,13,P,496.7009686
116124,28,10,1,F,Married,8,P,320.0403218
100778,26,7,1,M,Single,9,D,563.268251
139081,69,51,1,F,Married,7,P,125.8350503
187168,29,10,1,F,Married,11,P,107.4184383
175049,40,19,1,M,Married,15,P,207.3153847
173363,33,12,1,M,Single,4,D,919.4340912
144054,22,4,1,F,Married,12,P,190.6377645
152671,44,27,1,F,Single,7,P,379.1966162
153403,32,12,1,M,Single,10,D,502.0650609
160694,19,2,1,F,Single,14,P,271.8929537
147937,33,12,1,F,Married,8,P,287.4214409
176186,69,52,1,F,Single,14,P,234.7357156
118255,28,7,1,F,Married,6,P,356.4938337
109043,25,8,1,M,Single,15,P,440.5874752
104541,26,6,1,F,Single,1,P,481.2460799
166825,61,43,1,M,Married,1,P,178.9945855
159500,28,7,1,M,Single,6,P,411.2520222
177911,57,36,1,F,Married,1,P,444.5948574
153573,36,15,1,F,Married,13,P,249.9467293
119092,69,50,1,M,Single,15,P,161.9476996
129748,22,5,1,F,Single,14,D,680.9239433
126456,50,32,1,F,Married,12,P,308.5023481
122069,18,0,1,F,Married,12,P,429.1487774
131356,22,5,1,M,Single,6,D,800.9309908
151642,65,46,1,M,Single,8,P,377.6421689
113032,20,3,1,M,Single,15,D,606.0372524
108463,70,51,1,F,Single,8,P,343.2685172
176059,63,42,1,F,Single,9,P,365.7762262
143523,49,29,1,M,Single,6,D,531.0568631
186245,17,0,1,M,Married,14,P,256.3104419
198629,23,5,1,M,Married,8,D,651.9069317
119432,57,40,1,F,Single,15,P,402.0108039
192266,37,19,1,F,Single,3,D,589.0525916
102045,25,7,1,M,Married,13,P,364.522933
179112,26,6,1,M,Single,6,P,491.4299422
189352,44,24,1,F,Married,14,P,188.8398295
156529,27,10,1,M,Single,6,P,430.1199309
163874,26,5,1,F,Married,10,P,349.4050007
114484,35,17,1,M,Single,8,P,499.0115671
145495,46,28,1,M,Married,4,D,630.5057856
123426,65,44,1,M,Married,2,P,479.8133205
190221,23,6,1,F,Single,14,D,536.4084716
146679,26,8,1,F,Single,14,P,306.6197955
170472,47,27,1,M,Single,6,P,434.40134
190925,69,48,1,F,Married,6,P,119.6500676
115145,61,41,1,M,Married,4,D,526.2793522
175375,53,36,1,F,Married,11,P,297.5190349
115477,69,48,1,F,Single,14,P,30.84570505
125091,22,3,1,F,Single,12,P,191.7527247
193856,66,48,1,M,Married,12,P,62.86831105
149488,31,11,1,M,Married,5,D,664.0535613
118991,68,49,1,F,Single,6,P,75.69629415
136917,16,0,1,F,Married,13,P,223.813659
116160,44,24,1,F,Married,10,P,326.6636811
110919,51,33,1,F,Single,8,P,462.2505406
152775,21,4,1,M,Single,13,P,460.4609532
125754,25,6,1,M,Single,15,D,570.7708186
134751,70,49,1,F,Married,8,P,148.5966606
132670,68,47,1,M,Single,4,P,230.9517193
183541,25,6,1,M,Married,3,D,546.4265523
111262,23,6,1,M,Married,14,P,293.4321973
188528,62,43,1,F,Married,2,D,599.9778705
170272,24,6,1,F,Married,12,P,493.9555063
118295,62,44,1,F,Married,5,D,544.9158279
152108,33,16,1,M,Single,14,P,397.8918445
160767,31,12,1,M,Single,4,D,727.8923199
108895,52,31,1,F,Married,5,D,511.9886291
103314,69,50,1,F,Married,1,P,383.0844977
139998,43,22,1,M,Married,6,P,361.1706404
158343,52,31,1,M,Single,8,P,404.8567609
118235,62,44,1,M,Single,15,P,169.0810077
156799,28,10,1,M,Single,5,D,564.3810046
183711,46,25,1,M,Married,2,P,390.0515833
188597,27,10,1,M,Single,0,D,722.4834937
100749,43,26,1,M,Married,2,D,592.2871812
164115,68,49,1,F,Single,8,P,313.0465443
132666,70,49,1,F,Single,5,P,194.4767543
170477,27,6,1,M,Single,11,D,546.8137954
164401,62,41,1,M,Single,7,P,91.22254626
130529,17,0,1,F,Single,13,P,350.7660344
147956,67,47,1,M,Single,0,D,738.0077268
134885,44,27,1,F,Single,6,P,452.5516079
171570,51,31,1,M,Married,6,P,312.0653155
171431,48,30,1,M,Single,9,P,461.7150312
126908,58,38,1,M,Single,15,P,214.1358992
149066,41,20,1,M,Single,5,P,496.6251555
195325,61,41,1,M,Single,15,P,236.6978813
113159,22,5,1,F,Single,12,D,668.9781664
184508,67,50,1,M,Single,6,P,102.0728666
114217,31,12,1,M,Married,11,P,324.8298627
130640,42,24,1,M,Married,6,P,409.9283918
153534,16,0,1,F,Single,15,P,272.0139319
190425,61,44,1,M,Single,9,P,414.6447652
187343,43,25,1,F,Married,8,P,333.9538906
198805,30,11,1,M,Single,7,D,513.8387199
109426,42,22,1,F,Single,7,P,403.70609
128094,42,25,1,F,Married,2,P,471.8190516
169338,34,17,1,F,Married,10,P,313.033365
177247,40,19,1,F,Married,8,P,358.5975643
154004,64,47,1,F,Married,5,P,270.2730694
137599,32,15,1,M,Single,0,D,511.4659889
146401,41,24,1,M,Single,6,D,514.2098312
148634,38,19,1,F,Married,11,P,303.1201775
128822,21,3,1,M,Married,13,P,250.099125
138623,21,3,1,M,Married,15,P,454.6213775
164760,65,46,1,F,Single,4,P,345.7533158
129417,64,44,1,F,Married,9,P,221.2919568
177456,19,0,1,F,Married,15,P,228.2167881
172545,54,34,1,M,Married,10,P,361.4416937
186696,58,39,1,M,Married,10,P,344.8105362
126188,17,0,1,F,Married,14,P,381.7838871
163501,19,1,1,F,Married,9,P,390.682358
160863,66,45,1,M,Single,1,P,101.6847135
109324,70,51,1,M,Married,8,P,300.1399029
133285,60,39,1,F,Single,6,P,44.73706716
145555,63,46,1,M,Married,6,P,136.7283326
183570,22,4,1,F,Married,15,P,107.8775639
110500,29,9,1,M,Single,0,D,665.9491438
192550,64,43,1,F,Married,10,P,52.51168524
114834,56,38,1,F,Married,15,P,300.2605517
113103,39,22,1,M,Married,14,P,153.61885
114225,52,33,1,F,Married,11,P,181.8773342
174405,67,48,1,F,Single,2,P,280.9848214
151729,57,40,1,M,Married,3,D,625.2493695
135404,58,37,1,M,Married,14,P,187.4003044
187258,64,43,1,F,Married,0,P,375.1662201
181116,22,5,1,M,Married,10,D,693.4669374
101613,21,2,1,F,Married,6,P,343.4349944
176590,53,36,1,F,Single,10,P,374.7773463
175844,24,6,1,F,Married,7,P,369.0963317
111950,26,6,1,F,Married,9,P,382.1026866
133739,47,30,1,F,Single,7,P,453.0462645
186803,19,0,1,M,Single,14,D,835.5043575
137221,63,46,1,M,Married,7,P,243.7608577
102201,50,29,1,F,Married,4,D,587.8910956
196797,16,0,1,M,Married,15,P,169.8362524
180874,49,31,1,M,Single,12,P,165.6043454
184119,57,36,1,M,Married,10,P,375.2039276
154426,70,53,1,M,Single,11,P,99.29601274
155732,30,13,1,M,Married,1,P,416.8568223
147903,66,46,1,M,Single,13,P,169.0761351
166932,30,9,1,M,Married,6,P,387.4435732
118090,66,49,1,M,Married,9,P,152.1838825
167464,56,36,1,F,Married,0,P,369.2066993
190059,68,47,1,F,Single,15,P,101.120868
107952,67,47,1,M,Single,10,P,98.11645572
111407,36,17,1,M,Single,8,P,480.0813937
178800,70,51,1,M,Single,6,D,523.5559353
170569,68,51,1,M,Married,14,P,283.7470142
142228,16,0,1,F,Married,14,P,236.5629119
172181,19,0,1,F,Single,11,D,703.098246
149102,19,0,1,F,Single,15,D,514.3464743
114383,20,3,1,M,Married,7,P,459.9911635
119492,16,0,1,F,Married,12,P,258.3328842
138210,68,51,1,F,Married,13,P,70.30320012
193059,16,0,1,M,Married,14,P,194.9484606
139789,23,4,1,F,Single,11,D,561.8599305
157767,33,15,1,M,Married,8,P,346.9535288
161497,69,49,1,F,Married,2,P,150.6347241
174691,52,31,1,M,Married,10,P,353.6364025
117770,20,2,1,F,Married,12,P,178.225309
181759,27,6,1,M,Single,9,P,466.0522963
115759,70,49,1,M,Married,1,P,365.7364661
141628,22,4,1,F,Married,8,P,318.7108563
144657,16,0,1,M,Married,10,P,457.1441353
132983,23,5,1,F,Single,1,D,1069.470213
150218,69,51,1,F,Single,8,P,220.8134293
169299,51,34,1,F,Married,14,P,209.161744
112455,37,17,1,F,Single,9,P,459.278839
129126,39,22,1,M,Married,7,P,352.218165
199532,26,7,1,F,Married,6,P,346.2011049
197834,36,19,1,M,Single,7,P,444.0920771
199301,21,3,1,F,Single,15,D,584.4584795
176055,39,19,1,F,Married,10,P,339.6011591
110213,47,28,1,M,Single,12,P,342.6143104
175460,66,49,1,F,Married,11,P,34.99649779
196111,19,1,1,M,Single,11,D,660.0792756
177948,44,27,1,F,Single,4,D,688.1702964
123025,24,5,1,F,Single,7,P,426.2893605
130340,51,31,1,M,Single,4,D,600.436007
199204,39,20,1,M,Married,10,P,320.0088665
197568,38,17,1,F,Married,12,P,150.128075
162636,44,26,1,M,Single,7,P,426.8421815
151496,61,40,1,M,Married,13,P,89.43264583
191771,41,23,1,F,Married,8,P,285.0448892
195426,67,49,1,M,Married,8,P,354.8619578
196322,20,3,1,F,Married,14,P,295.8795577
156319,32,13,1,M,Married,0,D,626.3597611
121043,20,3,1,F,Single,11,P,413.5916968
178330,61,44,1,M,Single,5,P,328.9980029
158855,19,1,1,F,Married,2,P,488.2883074
180944,23,5,1,F,Single,11,D,728.0642984
148240,58,39,1,M,Single,8,P,416.3768884
144420,55,38,1,F,Single,10,P,404.8388241
157213,62,42,1,F,Single,9,P,186.6485083
164170,43,25,1,F,Married,11,P,247.6518147
107331,17,0,1,F,Single,10,D,847.5286139
108070,64,45,1,M,Married,14,P,184.7351579
191798,68,50,1,F,Single,6,P,408.4515225
106607,41,23,1,F,Single,15,P,137.5378909
195955,53,36,1,M,Single,14,P,259.8909694
163791,32,12,1,F,Single,7,P,425.2124819
147385,30,9,1,M,Single,9,P,401.3427019
178441,19,0,1,F,Single,8,D,690.3083206
123977,42,21,1,F,Single,10,P,380.8165241
186755,36,18,1,M,Married,9,P,393.2955575
145204,62,41,1,F,Single,11,P,369.8815672
193091,64,45,1,M,Married,10,P,276.7748308
100865,25,8,1,F,Single,12,P,342.6650991
169080,47,28,1,F,Single,6,P,376.5497194
193669,67,47,1,M,Single,13,P,306.2881697
122312,39,22,1,M,Single,6,P,424.411475
101711,21,4,1,F,Married,6,P,432.2491717
179457,27,10,1,F,Married,13,P,221.1329875
129038,65,44,1,F,Single,12,P,283.9687422
116970,25,8,1,M,Married,12,P,279.6556808
112251,67,50,1,F,Single,8,P,480.3987095
196688,25,7,1,M,Single,2,D,1380.915346
113794,58,38,1,F,Married,8,P,308.233244
115383,55,35,1,F,Married,10,P,333.633504
147959,35,17,1,M,Married,7,P,347.1522303
136616,17,0,1,F,Married,13,P,266.0062224
167843,60,40,1,M,Married,7,P,285.1038637
178817,20,1,1,M,Single,8,D,895.8877575
123654,18,0,1,F,Married,1,D,728.1487947
119260,61,44,1,M,Married,10,P,90.01448314
156108,17,0,1,F,Married,12,P,270.6146732
194350,39,21,1,F,Married,13,P,156.5256279
177905,22,4,1,M,Married,9,D,724.7811444
186695,64,47,1,F,Married,2,P,245.6001242
140582,50,30,1,F,Married,9,P,274.564189
149779,66,49,1,M,Married,7,P,318.1532303
143893,47,26,1,F,Married,7,P,321.5142862
133469,68,50,1,M,Single,15,P,236.5013685
122220,17,0,1,F,Single,12,P,424.7723034
153422,68,47,1,M,Married,11,P,29.78216176
